subject,body,sender,label
Job posting: Senior Software Engineer,"You're invited to the Annual Company Retreat! Date: December 15-17. Location: Mountain View Resort. Activities include team-building exercises, workshops, and networking dinners. Please confirm your attendance by November 30th. Register at https://www.ourcompany.com/retreat",no-reply@google.com,0
Your package delivery is pending - confirm address,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://10.0.120.120/phish/login.php Non-compliance will result in account restriction.",alert@bank0famerica.net,1
Security Alert: Unusual sign-in activity detected,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://www.paypa1.com/signin/ahtuql23 This is your last chance. Time is running out! Alternative link: http://appleid.apple.com-verify.0dfr9ue2.cn/auth,security@acc0unt-verify.com,1
Re: Question about the API documentation,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",newsletter@ourcompany.com,0
Conference registration confirmation,"Reminder: Please submit your timesheet for this week by Friday 5 PM. You can access the timesheet portal at https://hr.ourcompany.com/timesheet. If you have any issues, contact HR at hr@ourcompany.com. Thanks!",hr@ourcompany.com,0
New blog post: Best practices for code reviews,"Hi David, Thanks for your question about the API documentation. The rate limiting section has been updated to reflect the new thresholds. You can find the latest docs at https://docs.ourcompany.com/api/v2. Let me know if you have any other questions. Cheers, Lisa",team@slack.com,0
Reminder: Submit your timesheet by Friday,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",support@figma.com,0
You have (1) unread secure message,"Hi, I'm reaching out regarding an outstanding invoice #INV-38367. Payment of $892.50 is overdue. Please review and process payment immediately: http://www.bankofamerica-secure.x3doqn6b.org/verify Late fees will apply after 48 hours. Don't delay!",noreply@microsoft-security.tk,1
Your monthly statement is ready,"Hi team, The design team has completed the initial mockups for the new customer portal. We'd love your feedback before we move to the development phase. Please review the designs in Figma and add your comments by end of week. Link: https://www.figma.com/file/project-portal",sarah.johnson@ourcompany.com,0
Job posting: Senior Software Engineer,"Hi David, Thanks for your question about the API documentation. The rate limiting section has been updated to reflect the new thresholds. You can find the latest docs at https://docs.ourcompany.com/api/v2. Let me know if you have any other questions. Cheers, Lisa",noreply@github.com,0
Exclusive offer: Act now before it expires!,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://netflix-billing.vcbfcqn0.top/update-payment Non-compliance will result in account restriction. Alternative link: http://www.amaz0n-support.com/verify/zt3edk20",security@0ffice365.co,1
Q3 Project Update - Progress Report,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",mike.chen@ourcompany.com,0
Q3 Project Update - Progress Report,Your order #ORD-284719 has been shipped! You can track your package using the tracking number: TRK-8847261. Estimated delivery: 3-5 business days. Track your order at https://www.shipping-company.com/track. Thank you for your purchase!,newsletter@ourcompany.com,0
Conference registration confirmation,"Hi team, Just a reminder that we have our weekly sync meeting scheduled for Thursday at 2 PM in Conference Room B. Please review the agenda document shared on our project board before the meeting. Looking forward to a productive discussion. Best regards, Sarah",newsletter@ourcompany.com,0
Monthly newsletter - Company updates,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",no-reply@google.com,0
Security Alert: Unusual sign-in activity detected,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://10.0.209.209/phish/login.php This is your last chance.,admin@paypa1-support.xyz,1
URGENT: Your account has been compromised,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://secure-login.account-verify.90.xyz/auth Thank you for your cooperation. Time is running out! Alternative link: http://bit.ly/kv0zefkv",admin@chase-secure.info,1
Security Alert: Unusual sign-in activity detected,IMPORTANT: Your email storage is almost full (98% used). Click below to upgrade your storage for FREE before your emails are permanently deleted: http://www.paypa1.com/signin/w0pudlca Act now - this offer won't last! Alternative link: http://secure-login.account-verify.111.xyz/auth,service@apple-id-verify.cn,1
Invoice #INV-39481 attached - payment overdue,"You have received a secure document from DocuSign. To view and sign the document, click here: http://bit.ly/h39xlj8l This document requires your immediate attention and signature. This is your FINAL warning! Alternative link: http://appleid.apple.com-verify.dzikd4ji.cn/auth",noreply@microsoft-security.tk,1
Security Alert: Unusual sign-in activity detected,"Congratulations! You have been selected as the winner of our monthly prize draw. To claim your $1,000 gift card, click the link below and enter your personal details: http://login.microsoftonline.sdq8mpk0.tk/oauth Offer expires in 48 hours! Don't delay! Alternative link: http://192.168.1.116/verify-account",alert@bank0famerica.net,1
